12개월누적수익률(퍼센트),1개월누적수익률(퍼센트),3개월누적수익률(퍼센트),6개월누적수익률(퍼센트),상품명,선취수수료(퍼센트),운용사명,총보수(퍼센트),펀드등급,펀드유형
"13.57","4.84","8.05","5.06","삼성한국형TDF2040(주식혼합-재간접형)C","0.0000","삼성자산운용","1.300",3,"재간접투자"
"14.11","4.88","8.18","5.32","삼성한국형TDF2040(주식혼합-재간접형)Ce","0.0000","삼성자산운용","0.810",3,"재간접투자"
"13.64","4.84","8.06","5.09","삼성한국형TDF2040(주식혼합-재간접형)C-P","0.0000","삼성자산운용","1.240",3,"재간접투자"
"14.15","4.88","8.19","5.33","삼성한국형TDF2040(주식혼합-재간접형)C-Pe","0.0000","삼성자산운용","0.780",3,"재간접투자"
"15.02","4.94","8.39","5.74","삼성한국형TDF2040(주식혼합-재간접형)Cw","0.0000","삼성자산운용","0.330",3,"재간접투자"
"14.47","4.89","8.25","5.31","삼성한국형TDF2045(주식혼합-재간접형)A","1.0000","삼성자산운용","0.960",3,"재간접투자"
"14.83","4.92","8.34","5.48","삼성한국형TDF2045(주식혼합-재간접형)Ae","0.5000","삼성자산운용","0.640",3,"재간접투자"
"14.09","4.86","8.16","5.14","삼성한국형TDF2045(주식혼합-재간접형)C","0.0000","삼성자산운용","1.300",3,"재간접투자"
"14.64","4.90","8.29","5.39","삼성한국형TDF2045(주식혼합-재간접형)Ce","0.0000","삼성자산운용","0.810",3,"재간접투자"
"14.16","4.87","8.18","5.17","삼성한국형TDF2045(주식혼합-재간접형)C-P","0.0000","삼성자산운용","1.240",3,"재간접투자"
"14.67","4.91","8.30","5.41","삼성한국형TDF2045(주식혼합-재간접형)C-Pe","0.0000","삼성자산운용","0.780",3,"재간접투자"
"15.53","4.98","8.51","5.86","삼성한국형TDF2045(주식혼합-재간접형)Cw","0.0000","삼성자산운용","0.330",3,"재간접투자"
"14.98","4.93","8.48","5.53","삼성한국형TDF2050(주식혼합-재간접형)A","1.0000","삼성자산운용","0.960",3,"재간접투자"
"15.35","4.96","8.56","5.70","삼성한국형TDF2050(주식혼합-재간접형)Ae","0.5000","삼성자산운용","0.640",3,"재간접투자"
"14.60","4.91","8.39","5.35","삼성한국형TDF2050(주식혼합-재간접형)C","0.0000","삼성자산운용","1.300",3,"재간접투자"
"15.15","4.95","8.52","5.61","삼성한국형TDF2050(주식혼합-재간접형)Ce","0.0000","삼성자산운용","0.810",3,"재간접투자"
"14.67","4.91","8.40","5.38","삼성한국형TDF2050(주식혼합-재간접형)C-P","0.0000","삼성자산운용","1.240",3,"재간접투자"
"15.19","4.95","8.53","5.62","삼성한국형TDF2050(주식혼합-재간접형)C-Pe","0.0000","삼성자산운용","1.240",3,"재간접투자"
"19.26","4.73","5.00","5.56","삼성한국형TDF2050UH(주식혼합-재간접형)A","1.0000","삼성자산운용","0.960",3,"재간접투자"
"19.63","4.76","5.09","5.72","삼성한국형TDF2050(주식혼합-재간접형)Ae","0.5000","삼성자산운용","0.640",3,"재간접투자"
"18.87","4.70","4.91","5.38","삼성한국형TDF2050(주식혼합-재간접형)C","0.0000","삼성자산운용","1.300",3,"재간접투자"
"19.44","4.74","5.04","5.63","삼성한국형TDF2050(주식혼합-재간접형)Ce","0.0000","삼성자산운용","0.810",3,"재간접투자"
"18.93","4.71","4.93","5.41","삼성한국형TDF2050(주식혼합-재간접형)C-P","0.0000","삼성자산운용","1.240",3,"재간접투자"
"19.47","4.75","5.05","5.65","삼성한국형TDF2050(주식혼합-재간접형)C-Pe","0.0000","삼성자산운용","0.780",3,"재간접투자"
"15.62","4.96","8.55","5.75","삼성한국형TDF2055(주식혼합-재간접형)Ae","0.5000","삼성자산운용","0.640",3,"재간접투자"
"0.00","4.96","8.56","5.82","삼성한국형TDF2055(주식혼합-재간접형)Ce","0.0000","삼성자산운용","0.810",3,"재간접투자"
"14.93","4.91","8.39","5.44","삼성한국형TDF2055(주식혼합-재간접형)C-P","0.0000","삼성자산운용","1.240",3,"재간접투자"
"15.45","4.95","8.51","5.68","삼성한국형TDF2055(주식혼합-재간접형)C-Pe","0.0000","삼성자산운용","0.780",3,"재간접투자"
"16.12","5.26","7.41","7.18","삼성글로벌선진국H(주식)A","1.0000","삼성자산운용","1.220",3,"주식형"
"16.53","5.29","7.51","7.37","삼성글로벌선진국H(주식)Ae","0.5000","삼성자산운용","0.860",3,"주식형"
"15.04","5.36","5.75","5.83","삼성글로벌선진국H(주식)Ag","0.6500","삼성자산운용","0.980",3,"주식형"
"15.45","5.21","7.25","6.87","삼성글로벌선진국H(주식)C1","0.0000","삼성자산운용","1.800",3,"주식형"
"16.09","5.28","7.21","7.03","삼성글로벌선진국H(주식)Ce","0.0000","삼성자산운용","1.000",3,"주식형"
"14.91","5.26","6.26","6.04","삼성글로벌선진국H(주식)Cg","0.0000","삼성자산운용","1.170",3,"주식형"
"14.90","5.28","6.12","5.94","삼성글로벌선진국H(주식)C-P","0.0000","삼성자산운용","1.000",3,"주식형"
"16.65","5.30","7.54","7.43","삼성글로벌선진국H(주식)C-Pe","0.0000","삼성자산운용","0.750",3,"주식형"
"16.94","5.32","7.61","7.56","삼성글로벌선진국H(주식)Cw","0.0000","삼성자산운용","0.500",3,"주식형"
"5.08","6.81","9.00","9.21","삼성글로벌배당귀족ESG(H)A","1.0000","삼성자산운용","1.090",2,"주식형"
"5.40","6.83","9.08","9.37","삼성글로벌배당귀족ESG(H)Ae","0.5000","삼성자산운용","0.780",2,"주식형"
"4.66","6.78","8.90","9.00","삼성글로벌배당귀족ESG(H)C","0.0000","삼성자산운용","1.490",2,"주식형"
"5.18","6.82","9.02","9.26","삼성글로벌배당귀족ESG(H)Ce","0.0000","삼성자산운용","0.990",2,"주식형"
"5.29","6.83","9.05","9.31","삼성글로벌배당귀족ESG(H)C-Pe","0.0000","삼성자산운용","0.890",2,"주식형"
"5.70","6.86","9.16","9.52","삼성글로벌배당귀족ESG(H)Cw","0.0000","삼성자산운용","0.490",2,"주식형"
"9.44","7.87","7.25","9.58","삼성글로벌배당귀족ESG(UH)A","1.0000","삼성자산운용","1.090",1,"주식형"
"9.77","7.89","7.33","9.75","삼성글로벌배당귀족ESG(UH)Ae","0.5000","삼성자산운용","0.780",1,"주식형"
"9.00","7.84","7.15","9.37","삼성글로벌배당귀족ESG(UH)C","0.0000","삼성자산운용","1.490",1,"주식형"
"9.54","7.88","7.28","9.64","삼성글로벌배당귀족ESG(UH)Ce","0.0000","삼성자산운용","0.990",1,"주식형"
"9.26","7.86","7.20","9.48","삼성글로벌배당귀족ESG(UH)C-P","0.0000","삼성자산운용","1.290",1,"주식형"
"9.65","7.89","7.30","9.69","삼성글로벌배당귀족ESG(UH)C-Pe","0.0000","삼성자산운용","0.890",1,"주식형"
"0.00","0.41","1.29","0.00","삼성달러표시MMF법인제1호(USD)C","0.0000","삼성자산운용","0.300",6,"MMF(법인)"
"0.00","0.42","1.32","0.00","삼성달러표시MMF법인제1호(USD)Ce","0.0000","삼성자산운용","0.200",6,"MMF(법인)"
"5.21","4.22","5.60","1.29","슈로더유로증권(주식-재간접형)A","1.0000","슈로더투신운용","2.010",2,"재간접투자"
"4.79","4.18","5.50","1.09","슈로더유로증권C1(주식-재간접형)","0.0000","슈로더투신운용","2.410",2,"재간접투자"
"5.57","4.24","5.67","1.45","슈로더유로연금C(주식-재간접)","0.0000","슈로더투신운용","1.660",2,"재간접투자"
"5.99","4.28","5.80","1.67","슈로더유로증권Ae(주식-재간접형)","0.5000","슈로더투신운용","1.260",2,"재간접투자"
"6.36","4.31","5.89","1.84","슈로더유로증권(주식-재간접형)W","0.0000","슈로더투신운용","0.910",2,"재간접투자"
"6.07","4.28","5.80","1.70","슈로더유로연금(주식-재간접)Ce","0.0000","슈로더투신운용","1.185",2,"재간접투자"
"5.83","4.27","5.76","1.59","슈로더유로증권Ce(주식-재간접형)","0.0000","슈로더투신운용","1.410",2,"재간접투자"
"15.48","4.34","7.19","7.20","신영밸류고배당증권자(주식)A","1.0000","신영자산운용","1.180",3,"주식형"
"15.29","4.33","7.14","7.11","신영밸류고배당증권자(주식)C","0.0000","신영자산운용","1.350",3,"주식형"
"13.27","4.91","7.50","6.10","신영마라톤증권형A1[주식]","1.0000","신영자산운용","1.700",3,"주식형"
"16.29","4.40","7.37","7.58","신영밸류고배당증권(주식)W","0.0000","신영자산운용","0.470",3,"주식형"
"9.02","2.24","3.95","4.22","신영밸류고배당40증권자형A(채혼)","0.6000","신영자산운용","0.890",4,"채권혼합형"
"8.61","2.21","3.85","4.02","신영밸류고배당40증권자형C(채혼)","0.0000","신영자산운용","1.270",4,"채권혼합형"
"9.08","2.24","3.97","4.25","신영밸류고배당40증권자형Ce(채혼)","0.0000","신영자산운용","0.830",4,"채권혼합형"
"9.56","2.28","4.08","4.48","신영밸류고배당40증권자형C-W(채혼)","0.0000","신영자산운용","0.390",4,"채권혼합형"
"8.69","2.22","3.88","4.07","신영밸류고배당40증권자형C-P(채혼)","0.0000","신영자산운용","1.190",4,"채권혼합형"
"15.30","4.33","7.15","7.12","신영밸류고배당증권자(주식)C-P","0.0000","신영자산운용","1.340",3,"주식형"
"11.59","5.04","7.27","5.84","신영마라톤증권(주식)C-P","0.0000","신영자산운용","1.390",2,"주식형"
"12.09","5.08","7.39","6.08","신영마라톤증권(주식)e","0.0000","신영자산운용","0.990",2,"주식형"
"15.57","4.35","7.21","7.24","신영밸류고배당증권자(주식)A-G","0.5000","신영자산운용","1.110",3,"주식형"
"15.33","4.33","7.15","7.13","신영밸류고배당증권자(주식)C-G","0.0000","신영자산운용","1.320",3,"주식형"
"11.55","5.04","7.26","5.82","신영마라톤증권(주식)C-G","0.0000","신영자산운용","1.480",2,"주식형"
"15.91","4.37","7.29","7.40","신영밸류고배당증권자(주식)Ae","0.5000","신영자산운용","0.810",3,"주식형"
"15.81","4.36","7.26","7.35","신영밸류고배당증권자(주식)e","0.0000","신영자산운용","0.895",3,"주식형"
"9.12","2.25","3.98","4.27","신영밸류고배당40증권자형C-Pe(채혼)","0.0000","신영자산운용","0.790",4,"채권혼합형"
"15.81","4.36","7.26","7.35","신영밸류고배당증권자(주식)C-Pe","0.0000","신영자산운용","0.890",3,"주식형"
"12.12","5.08","7.39","6.09","신영마라톤증권(주식)C-Pe","0.0000","신영자산운용","0.965",2,"주식형"
"9.28","2.26","4.02","4.35","신영밸류고배당40증권자형A-e(채혼)","0.3000","신영자산운용","0.640",4,"채권혼합형"
"12.25","5.09","7.43","6.16","신영마라톤증권(주식)Ae","0.5000","신영자산운용","0.840",2,"주식형"
"3.49","0.30","0.93","1.81","신한 개인용MMF C","0.0000","신한자산운용","0.430",6,"MMF(개인)"
"3.50","0.30","0.93","1.81","신한개인용MMF C-p","0.0000","신한자산운용","0.420",6,"MMF(개인)"
"-13.22","-4.73","-9.85","-12.15","신한 중국본토 인덱스(주식) A1","1.0000","신한자산운용","0.715",2,"주식형"
"-13.07","-4.72","-9.81","-12.08","신한중국본토 인덱스(주식) A-e","0.5000","신한자산운용","0.545",2,"주식형"
"-13.71","-4.78","-9.99","-12.41","신한 중국본토 인덱스(주식) C1","0.0000","신한자산운용","1.275",2,"주식형"
"-13.23","-4.73","-9.86","-12.16","신한 중국본토 인덱스(주식) C-e","0.0000","신한자산운용","0.725",2,"주식형"
"-12.92","-4.70","-9.77","-12.00","신한 중국본토 인덱스(주식) Cw","0.0000","신한자산운용","0.375",2,"주식형"
"12.15","2.84","5.01","4.21","신한삼성전자알파(채권혼합)A1","0.7000","신한자산운용","0.490",5,"채권혼합형"
"12.21","2.85","5.03","4.23","신한삼성전자알파(채권혼합)A-e","0.3500","신한자산운용","0.440",5,"채권혼합형"
"11.78","2.82","4.92","4.03","신한삼성전자알파(채권혼합)C1","0.0000","신한자산운용","0.830",5,"채권혼합형"
"12.02","2.83","4.98","4.15","신한삼성전자알파(채권혼합)C-e","0.0000","신한자산운용","0.312",5,"채권혼합형"
"11.88","2.82","4.95","4.08","신한삼성전자알파(채권혼합)C-p","0.0000","신한자산운용","0.740",5,"채권혼합형"
"12.07","2.84","4.99","4.17","신한삼성전자알파(채권혼합)C-pe","0.0000","신한자산운용","0.560",5,"채권혼합형"
"12.26","2.85","5.04","4.26","신한삼성전자알파(채권혼합)C-w","0.0000","신한자산운용","0.390",5,"채권혼합형"
"6.36","0.76","1.76","2.79","신한베스트크레딧단기채권A1","0.3000","신한자산운용","0.230",5,"채권형"
"6.41","0.76","1.78","2.82","신한베스트크레딧단기채권A-e","0.1500","신한자산운용","0.180",5,"채권형"
"6.20","0.74","1.72","2.71","신한베스트크레딧단기채권C","0.0000","신한자산운용","0.380",5,"채권형"
"6.33","0.75","1.76","2.78","신한베스트크레딧단기채권C-e","0.0000","신한자산운용","0.255",5,"채권형"
"1.82","-3.45","-2.51","-1.55","신한베스트크레딧단기채권C-p","0.0000","신한자산운용","0.330",5,"채권형"
"2.78","-2.63","-1.66","-0.66","신한베스트크레딧단기채권C-pe","0.0000","신한자산운용","0.230",5,"채권형"
"2.96","-0.05","-1.22","-0.41","신한코리아롱숏A1","1.0000","신한자산운용","1.390",4,"주식형"
"3.31","-0.02","-1.14","-0.23","신한코리아롱숏A-e","0.5000","신한자산운용","1.040",4,"주식형"
"3.16","-0.03","-1.17","-0.31","신한코리아롱숏C-e","0.0000","신한자산운용","1.190",4,"주식형"
"2.82","-0.06","-1.26","-0.48","신한코리아롱숏C-p","0.0000","신한자산운용","1.530",4,"주식형"
"3.24","-0.03","-1.15","-0.27","신한코리아롱숏C-pe","0.0000","신한자산운용","1.110",4,"주식형"
"3.60","0.01","-1.04","-0.05","신한코리아롱숏C-w","0.0000","신한자산운용","0.690",4,"주식형"
"1.90","-3.56","-2.58","-1.57","신한베스트크레딧단기채권C-w","0.0000","신한자산운용","0.130",5,"채권형"
"2.45","-0.09","-1.35","-0.66","신한코리아롱숏C1","0.0000","신한자산운용","1.890",4,"주식형"
"0.00","-0.04","-1.22","-0.36","신한코리아롱숏청년형(주식)A1","1.0000","신한자산운용","1.390",2,"주식형"
"0.00","-0.02","-1.16","-0.25","신한코리아롱숏청년형(주식)A-e","0.5000","신한자산운용","1.040",2,"주식형"
"0.00","0.00","-1.08","-0.09","신한코리아롱숏청년형(주식)C1","0.0000","신한자산운용","1.690",2,"주식형"
"0.00","-0.04","-1.20","-0.31","신한코리아롱숏청년형(주식)C-e","0.0000","신한자산운용","1.690",2,"주식형"
"0.00","2.75","0.04","0.00","신한누버거버먼미국가치주(H)A1","1.0000","신한자산운용","1.000",2,"재간접투자"
"0.00","2.78","0.13","0.00","신한누버거버먼미국가치주(H)A-e","0.5000","신한자산운용","0.675",2,"재간접투자"
"0.00","2.73","-0.04","0.00","신한누버거버먼미국가치주(H)C1","0.0000","신한자산운용","1.350",2,"재간접투자"
"0.00","2.77","0.08","0.00","신한누버거버먼미국가치주(H)C-e","0.0000","신한자산운용","0.850",2,"재간접투자"
"0.00","2.76","0.06","0.00","신한누버거버먼미국가치주(H)C-p","0.0000","신한자산운용","1.040",2,"재간접투자"
"0.00","2.78","0.12","0.00","신한누버거버먼미국가치주(H)C-pe","0.0000","신한자산운용","0.695",2,"재간접투자"
"0.00","2.81","0.21","0.00","신한누버거버먼미국가치주(H)C-w","0.0000","신한자산운용","0.350",2,"재간접투자"
"3.32","0.28","0.85","1.66","IBK그랑프리국공채MMF개인C","0.0000","아이비케이자산운용","0.400",6,"MMF(개인)"
"3.64","0.31","0.95","1.84","IBK그랑프리국공채MMF법인C","0.0000","아이비케이자산운용","0.170",6,"MMF(법인)"
"5.24","1.59","3.09","2.99","IBK 국공채증권(채권)C1","0.0000","아이비케이자산운용","0.478",5,"채권형"
"5.24","1.59","3.09","2.99","IBK그랑프리국공채증권C(채권)","0.0000","아이비케이자산운용","0.478",5,"채권형"
"24.30","7.38","12.37","8.94","IBK KOSPI200인덱스증권자1호(주식)A","0.5000","아이비케이자산운용","0.400",2,"주식형"
"23.94","7.36","12.29","8.78","IBK KOSPI200인덱스증권자1호(주식)C","0.0000","아이비케이자산운용","0.700",2,"주식형"
"20.24","5.14","6.91","4.86","IBK그랑프리한국대표A(주식)","1.0000","아이비케이자산운용","1.550",2,"주식형"
"20.96","5.19","7.07","5.18","IBK그랑프리한국대표Ae(주식)","1.0000","아이비케이자산운용","0.955",2,"주식형"
"24.01","7.81","11.90","8.33","IBK KRX100인덱스A(주식","0.5000","아이비케이자산운용","0.800",2,"주식형"
"8.69","3.87","5.34","-6.73","IBK럭셔리라이프스타일A(주식)","1.0000","아이비케이자산운용","2.090",2,"주식형"
"8.59","3.86","5.32","-6.78","IBK럭셔리라이프스타일(주식)C1","0.0000","아이비케이자산운용","2.190",2,"주식형"
"4.84","5.15","7.12","5.47","IBK골드마이닝증권형자1호(주식)A","1.0000","아이비케이자산운용","2.090",2,"주식형"
"4.74","5.15","7.10","5.42","IBK골드마이닝증권형자1호(주식)C1","0.0000","아이비케이자산운용","2.190",2,"주식형"
"14.45","2.84","-4.85","1.87","IBK베트남플러스아시아[주식]A","1.0000","아이비케이자산운용","2.090",1,"주식형"
"14.34","2.83","-4.88","1.82","IBK베트남플러스아시아[주식]C1","0.0000","아이비케이자산운용","2.190",1,"주식형"
"14.45","2.84","-4.85","1.87","IBK베트남플러스아시아[주식]Ce","0.0000","아이비케이자산운용","2.090",1,"주식형"
"20.30","5.96","8.66","4.00","IBK평생설계연금(주식)C","0.0000","아이비케이자산운용","1.520",2,"주식형"
"4.10","0.51","1.27","2.06","IBK단기국공채증권C(채권)","0.0000","아이비케이자산운용","0.240",6,"채권형"
"5.76","0.58","1.54","2.70","IBK단기채증권자투자신탁A[채권]","0.0400","아이비케이자산운용","0.200",6,"채권형"
"5.72","0.58","1.53","2.68","IBK단기채증권자투자신탁C1[채권]","0.0000","아이비케이자산운용","0.230",6,"채권형"
"5.76","0.58","1.54","2.70","IBK단기채증권자투자신탁(채권)Ce","0.0000","아이비케이자산운용","0.200",6,"채권형"
"5.23","1.59","3.09","2.99","IBK평생설계연금증권(국공채)C","0.0000","아이비케이자산운용","0.495",5,"채권형"
"14.24","4.35","6.54","3.53","IBK평생설계연금(주식혼합)C","0.0000","아이비케이자산운용","1.360",3,"주식혼합형"
"14.74","4.39","6.66","3.76","IBK평생설계연금(주식혼합)E","0.0000","아이비케이자산운용","0.915",3,"주식혼합형"
"3.33","0.28","0.85","1.67","IBK그랑프리MMF개인C-P","0.0000","아이비케이자산운용","0.390",6,"MMF(개인)"
"42.13","14.44","20.73","12.13","IBK 2.0배인덱스파생A","1.0000","아이비케이자산운용","0.683",1,"파생상품"
"41.09","14.37","20.51","11.72","IBK 2.0배인덱스파생C","0.0000","아이비케이자산운용","1.443",1,"파생상품"
"41.77","14.42","20.65","11.99","IBK 2.0배인덱스파생Ce","0.0000","아이비케이자산운용","0.943",1,"파생상품"
"22.14","2.03","8.58","8.16","IBK단기국공채공모주A[채혼]","0.4000","아이비케이자산운용","0.615",5,"채권혼합형"
"21.83","2.01","8.52","8.02","IBK단기국공채공모주C[채혼]","0.0000","아이비케이자산운용","0.875",5,"채권혼합형"
"21.90","4.11","11.02","3.49","IBK평생설계다보스글로벌연금C","0.0000","아이비케이자산운용","1.510",2,"주식형"
"4.28","0.52","1.32","2.15","IBK SaveAsset단기국공채(채권)C-W","0.0000","아이비케이자산운용","0.075",6,"채권형"
"5.55","1.61","3.16","3.14","IBK SaveAsset국공채증권(채권)C-W","0.0000","아이비케이자산운용","0.177",5,"채권형"
"5.87","0.59","1.57","2.76","IBK SaveAsset 단기채증권(채권)C-W","0.0000","아이비케이자산운용","0.080",6,"채권형"
"8.70","1.48","2.82","2.84","IBK SaveAsset중소형주코리아20C-W(채혼)","0.0000","아이비케이자산운용","0.345",5,"채권혼합형"
"13.22","2.60","9.66","8.75","IBK SaveAsset가치형롱숏C-W(채혼)","0.0000","아이비케이자산운용","0.329",4,"채권혼합형"
"24.42","7.39","12.40","8.99","IBK KOSPI200인덱스C-W","0.0000","아이비케이자산운용","0.300",2,"주식형"
"4.84","5.16","7.12","5.47","IBK골드마이닝증권형자1호(주식)Ce","0.0000","아이비케이자산운용","2.090",2,"주식형"
"22.44","4.15","11.14","3.72","IBK평생설계다보스글로벌연금Ce","0.0000","아이비케이자산운용","1.060",2,"주식형"
"20.86","6.00","8.78","4.25","IBK평생설계연금(주식)Ce","0.0000","아이비케이자산운용","1.050",2,"주식형"
"0.73","-2.88","-2.12","-1.31","IBK단기국공채증권C-f(채권)","0.0000","아이비케이자산운용","0.090",6,"채권형"
"5.33","1.60","3.11","3.03","IBK그랑프리국공채증권A1(채권)","0.2000","아이비케이자산운용","0.390",5,"채권형"
"5.42","1.61","3.13","3.07","IBK그랑프리국공채증권Ae(채권)","0.1000","아이비케이자산운용","0.310",5,"채권형"
"5.39","1.60","3.13","3.06","IBK그랑프리국공채증권Ce(채권)","0.0000","아이비케이자산운용","0.334",5,"채권형"
"5.38","1.60","3.12","3.06","IBK그랑프리국공채증권A-G(채권)","0.1500","아이비케이자산운용","0.350",5,"채권형"
"5.32","1.60","3.11","3.03","IBK그랑프리국공채증권C-G(채권)","0.0000","아이비케이자산운용","0.406",5,"채권형"
"4.15","0.51","1.28","2.09","IBK단기국공채증권C-G(채권)","0.0000","아이비케이자산운용","0.200",6,"채권형"
"24.34","7.38","12.38","8.96","IBK KOSPI200인덱스1호(주식)A-G","0.3700","아이비케이자산운용","0.370",2,"주식형"
"15.01","2.88","-4.73","2.13","IBK베트남플러스아시아[주식]A-G","0.7500","아이비케이자산운용","1.590",1,"주식형"
"14.45","2.84","-4.85","1.87","IBK베트남플러스아시아[주식]C-G","0.0000","아이비케이자산운용","2.090",1,"주식형"
"15.56","2.92","-4.60","2.37","IBK베트남플러스아시아[주식]C-W","0.0000","아이비케이자산운용","1.090",1,"주식형"
"24.25","7.83","11.95","8.43","IBK KRX100인덱스Ae(주식)","0.2500","아이비케이자산운용","0.610",2,"주식형"